latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
17.42409,96.67627,332.12,0.42,0.61,2026-05-01,0614,SNPP,SNPP,n,2.0NRT,295.67,4.43,D
17.20225,95.79424,347.57,0.49,0.65,2026-05-01,0614,SNPP,SNPP,n,2.0NRT,291.68,6.2,D
17.1362,95.43928,349.82,0.52,0.66,2026-05-01,0614,SNPP,SNPP,n,2.0NRT,289.14,10.13,D
17.20011,95.79658,341.39,0.49,0.65,2026-05-01,0614,SNPP,SNPP,n,2.0NRT,292.34,5.57,D
17.05974,95.41094,331.64,0.52,0.67,2026-05-01,0614,SNPP,SNPP,n,2.0NRT,287.49,6.68,D
17.06081,95.41582,331.6,0.52,0.67,2026-05-01,0614,SNPP,SNPP,n,2.0NRT,286.82,6.38,D
16.91799,95.01763,332.25,0.55,0.68,2026-05-01,0614,SNPP,SNPP,n,2.0NRT,288.43,4.94,D
17.07848,95.78985,337.74,0.49,0.65,2026-05-01,0614,SNPP,SNPP,n,2.0NRT,292.34,4.68,D
17.09998,95.91938,334.78,0.48,0.65,2026-05-01,0614,SNPP,SNPP,n,2.0NRT,289.66,4.09,D
17.26649,96.78954,336.49,0.42,0.61,2026-05-01,0614,SNPP,SNPP,n,2.0NRT,296.36,4.58,D
16.90303,95.30549,332.78,0.53,0.67,2026-05-01,0614,SNPP,SNPP,n,2.0NRT,291.13,4.08,D
16.90415,95.31051,332.44,0.53,0.67,2026-05-01,0614,SNPP,SNPP,n,2.0NRT,290.37,4.08,D
16.90515,95.30864,342.31,0.53,0.67,2026-05-01,0614,SNPP,SNPP,n,2.0NRT,291.26,4.29,D
16.86803,95.49355,347.26,0.52,0.67,2026-05-01,0614,SNPP,SNPP,n,2.0NRT,290.11,8.1,D
16.80527,95.2365,331.2,0.54,0.68,2026-05-01,0614,SNPP,SNPP,n,2.0NRT,289.67,3.32,D
15.86255,95.15062,335.46,0.57,0.69,2026-05-01,0614,SNPP,SNPP,n,2.0NRT,291.56,6.78,D
16.54565,95.18771,332.5,0.55,0.68,2026-05-01,0614,SNPP,SNPP,n,2.0NRT,288.31,6.41,D
16.54261,95.18682,337.03,0.55,0.68,2026-05-01,0614,SNPP,SNPP,n,2.0NRT,288.65,8.9,D
16.61026,96.67305,330.73,0.44,0.62,2026-05-01,0614,SNPP,SNPP,n,2.0NRT,293.85,4.54,D
16.52989,96.3768,354.09,0.46,0.64,2026-05-01,0614,SNPP,SNPP,n,2.0NRT,292.74,9.56,D
16.00881,94.67972,330.97,0.61,0.71,2026-05-01,0614,SNPP,SNPP,n,2.0NRT,282.06,3.89,D
16.88193,95.88132,367,0.49,0.65,2026-05-01,0614,SNPP,SNPP,h,2.0NRT,292.49,12.65,D
15.86101,95.14862,341.01,0.57,0.69,2026-05-01,0614,SNPP,SNPP,n,2.0NRT,291.68,7.21,D
16.74192,95.99616,330.81,0.48,0.65,2026-05-01,0614,SNPP,SNPP,n,2.0NRT,295.05,3.41,D
17.19231,95.49086,346.62,0.51,0.66,2026-05-01,0614,SNPP,SNPP,n,2.0NRT,291.72,7.8,D
17.50657,94.59633,336.16,0.57,0.69,2026-05-01,0614,SNPP,SNPP,n,2.0NRT,283.8,4.96,D
17.50682,94.5933,331.65,0.57,0.69,2026-05-01,0614,SNPP,SNPP,n,2.0NRT,283.39,4.6,D
17.23391,95.76774,343.86,0.49,0.65,2026-05-01,0614,SNPP,SNPP,n,2.0NRT,291.88,6.37,D
17.13603,95.43788,355.95,0.51,0.66,2026-05-01,0614,SNPP,SNPP,n,2.0NRT,290.18,5.2,D
11.91189,78.68147,337.7,0.54,0.42,2026-05-01,0752,SNPP,SNPP,n,2.0NRT,300.13,4.5,D
11.83861,77.89574,333.71,0.4,0.44,2026-05-01,0752,SNPP,SNPP,l,2.0NRT,306.79,1.77,D
8.22523,93.14094,356.45,0.37,0.58,2026-05-01,0752,SNPP,SNPP,l,2.0NRT,286.34,15.53,D
9.01382,80.08339,331.36,0.49,0.4,2026-05-01,0752,SNPP,SNPP,n,2.0NRT,298.21,2.6,D
10.19382,77.76546,333.37,0.43,0.46,2026-05-01,0752,SNPP,SNPP,n,2.0NRT,300.32,4.67,D
9.97382,76.37482,341.87,0.54,0.51,2026-05-01,0752,SNPP,SNPP,n,2.0NRT,291.29,4.58,D
9.97847,76.37399,332.95,0.54,0.51,2026-05-01,0752,SNPP,SNPP,n,2.0NRT,289.58,4.58,D
8.22479,93.1376,349.81,0.37,0.58,2026-05-01,0752,SNPP,SNPP,n,2.0NRT,287.07,10.69,D
10.21875,77.73759,339.33,0.43,0.46,2026-05-01,0752,SNPP,SNPP,n,2.0NRT,300.23,6.34,D
10.21813,77.73404,332.9,0.43,0.46,2026-05-01,0752,SNPP,SNPP,n,2.0NRT,298.71,2.62,D
9.97552,76.37138,341.59,0.54,0.51,2026-05-01,0752,SNPP,SNPP,n,2.0NRT,289.96,4.88,D
10.23071,77.73138,331.86,0.43,0.46,2026-05-01,0752,SNPP,SNPP,n,2.0NRT,296.69,1.94,D
10.27053,77.86094,351.15,0.42,0.46,2026-05-01,0752,SNPP,SNPP,n,2.0NRT,303.55,5.88,D
10.65139,79.29892,330.49,0.52,0.41,2026-05-01,0752,SNPP,SNPP,n,2.0NRT,289.86,5.46,D
10.65061,79.29419,333.55,0.52,0.41,2026-05-01,0752,SNPP,SNPP,n,2.0NRT,289.72,4.67,D
11.13845,79.73773,342.3,0.48,0.4,2026-05-01,0752,SNPP,SNPP,n,2.0NRT,297.54,11.05,D
8.71665,77.97856,330.34,0.44,0.46,2026-05-01,0752,SNPP,SNPP,n,2.0NRT,293.17,3.15,D
8.97755,77.31641,337.62,0.48,0.48,2026-05-01,0752,SNPP,SNPP,n,2.0NRT,296.54,6.2,D
9.33234,78.80119,330.19,0.38,0.43,2026-05-01,0752,SNPP,SNPP,n,2.0NRT,297.21,1.33,D
9.15679,77.75347,338.4,0.45,0.47,2026-05-01,0752,SNPP,SNPP,n,2.0NRT,302.33,7.18,D
9.43232,78.21957,332.83,0.42,0.45,2026-05-01,0752,SNPP,SNPP,n,2.0NRT,297.55,2.37,D
11.12049,77.09647,344.45,0.46,0.47,2026-05-01,0752,SNPP,SNPP,n,2.0NRT,306.3,8.32,D
9.57678,78.74747,335.6,0.38,0.43,2026-05-01,0752,SNPP,SNPP,n,2.0NRT,296.94,2.61,D
9.58542,77.83014,340.25,0.44,0.46,2026-05-01,0752,SNPP,SNPP,n,2.0NRT,299.18,7.02,D
9.9137,78.32823,341.56,0.4,0.44,2026-05-01,0752,SNPP,SNPP,n,2.0NRT,290.93,4.33,D
9.91778,78.32755,346.49,0.4,0.44,2026-05-01,0752,SNPP,SNPP,n,2.0NRT,289.41,4.33,D
9.93863,78.25196,332.3,0.41,0.45,2026-05-01,0752,SNPP,SNPP,n,2.0NRT,292.46,2.99,D
10.47026,79.4894,335.23,0.51,0.41,2026-05-01,0752,SNPP,SNPP,n,2.0NRT,302.51,3.21,D
10.47403,79.48875,330.7,0.51,0.41,2026-05-01,0752,SNPP,SNPP,l,2.0NRT,304.01,3.08,D
11.7227,78.72647,332.16,0.54,0.42,2026-05-01,0752,SNPP,SNPP,n,2.0NRT,289.75,4.03,D
15.17631,76.65693,338.82,0.42,0.45,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,311.41,3.77,D
15.52025,78.6055,343.09,0.49,0.4,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,311.38,7.94,D
15.18255,76.66778,344.54,0.42,0.45,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,310.42,4.68,D
15.33038,77.05495,341.56,0.4,0.44,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,311.73,4.2,D
15.8784,80.19785,348.74,0.41,0.37,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,315.14,14.93,D
15.42162,77.49929,343.85,0.56,0.43,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,310.45,9.09,D
15.09,75.66289,336.58,0.49,0.48,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,309.05,5.21,D
15.12086,75.80529,339.24,0.48,0.48,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,305.39,2.89,D
15.35189,77.05846,335.14,0.4,0.44,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,309.65,2.35,D
15.28453,76.68127,333.08,0.42,0.45,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,307.64,1.66,D
15.89521,80.1712,355.99,0.41,0.37,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,317.24,13.95,D
15.89864,80.1706,347.07,0.41,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,313.05,13.95,D
15.70401,78.98732,340.76,0.46,0.39,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,313.29,15.88,D
15.54541,77.87891,337.1,0.53,0.42,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,311.98,5.78,D
15.72546,78.82404,343.95,0.47,0.4,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,309.82,5.2,D
15.994,80.37038,339.53,0.41,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,313,5.57,D
15.98752,80.3089,343.71,0.41,0.37,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,313.75,8.34,D
15.73489,78.43468,340.32,0.49,0.4,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,314.59,6.1,D
15.43374,76.69255,346.86,0.42,0.45,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,311.56,4.88,D
15.44062,76.68318,341.85,0.42,0.45,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,309.89,3.31,D
15.43511,76.69209,334.02,0.42,0.45,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,308.98,2.06,D
15.46303,76.82095,339.49,0.41,0.45,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,312.13,5.4,D
15.7737,78.54109,346.92,0.49,0.4,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,314.09,12.23,D
15.67169,77.95808,338.57,0.52,0.42,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,312.71,4.78,D
15.44194,76.68275,341.66,0.42,0.45,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,309.94,3.69,D
16.14579,80.61884,338.24,0.4,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,311.76,3.94,D
15.53808,77.0262,333.71,0.4,0.44,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,308.03,1.82,D
16.0356,79.85435,338.04,0.42,0.38,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,312.68,4.09,D
16.13161,80.40099,342.39,0.41,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,314.79,5.9,D
15.58025,77.14601,345.17,0.39,0.44,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,312.65,3.68,D
16.14352,80.45331,341.08,0.41,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,314.37,5.08,D
16.19934,80.7588,367,0.4,0.37,2026-05-01,0754,SNPP,SNPP,h,2.0NRT,316.07,19.78,D
16.20212,80.75452,367,0.4,0.37,2026-05-01,0754,SNPP,SNPP,h,2.0NRT,317.82,19.78,D
16.2033,80.76194,341.98,0.4,0.37,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,312.61,6.07,D
16.20271,80.75823,355,0.4,0.37,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,313.52,19.78,D
15.84169,78.56135,340.65,0.48,0.4,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,314.94,11.07,D
16.20489,80.75023,367,0.4,0.37,2026-05-01,0754,SNPP,SNPP,h,2.0NRT,315.58,16.14,D
16.20548,80.75394,352.8,0.4,0.37,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,314.82,10.99,D
16.18691,80.61562,341.95,0.4,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,311.55,8.3,D
15.54083,76.78268,346.17,0.41,0.45,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,308.95,3.19,D
16.21634,80.77876,356.6,0.4,0.37,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,314.21,7.89,D
16.21575,80.77505,348.1,0.4,0.37,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,312.99,7.89,D
16.19585,80.60641,357.09,0.4,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,314.31,24.18,D
15.80344,78.22356,350.51,0.5,0.41,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,315.91,10.8,D
16.23432,80.78329,347.71,0.4,0.37,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,312.45,5.49,D
16.23768,80.78271,346.94,0.4,0.37,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,310.96,4.68,D
16.2371,80.77901,346.21,0.4,0.37,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,312.24,4.68,D
15.91895,78.75163,338.8,0.47,0.4,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,307.13,4.79,D
15.88278,78.47639,341.46,0.49,0.4,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,314.8,8.5,D
15.76574,77.80701,342.02,0.53,0.42,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,314.19,7.01,D
15.93423,78.75332,334.52,0.47,0.4,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,307.39,3.02,D
16.25441,80.66149,337.35,0.4,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,311.65,4.57,D
16.19636,80.28066,339.88,0.41,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,312.12,7.14,D
16.01273,79.06248,336.79,0.46,0.39,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,307.66,2.7,D
16.29861,80.6998,350.48,0.4,0.37,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,314.83,11.9,D
16.29802,80.69608,342.07,0.4,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,313.51,5.03,D
16.17087,79.90784,345.59,0.42,0.38,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,311.3,7.93,D
16.30497,80.65283,350,0.4,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,314.89,9,D
16.1834,79.8976,345.89,0.42,0.38,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,315.45,5.85,D
16.18749,79.90091,343.04,0.42,0.38,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,311.73,5.85,D
16.18686,79.897,344.32,0.42,0.38,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,315.97,5.85,D
16.33329,80.67857,346.18,0.4,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,312.86,9.45,D
16.3342,80.6787,352.75,0.4,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,313.63,13.08,D
16.3336,80.67498,350.18,0.4,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,314.5,19.62,D
16.34296,80.71154,343.37,0.4,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,313.03,6.59,D
16.34513,80.70354,367,0.4,0.37,2026-05-01,0754,SNPP,SNPP,h,2.0NRT,315.84,23.12,D
16.34632,80.71097,345.95,0.4,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,312.83,7.96,D
16.34572,80.70726,354.1,0.4,0.37,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,314.76,7.96,D
16.32983,80.4797,339.4,0.4,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,313.78,3.98,D
16.31397,80.38172,347.7,0.41,0.37,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,314.01,10.31,D
16.20131,79.54366,346.29,0.43,0.38,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,314.3,7.87,D
15.93231,77.91483,347.76,0.52,0.42,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,314.9,13.02,D
15.8057,77.07702,340.12,0.39,0.44,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,314.59,4.01,D
16.3324,80.08413,349.05,0.41,0.37,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,314.04,8.23,D
16.42253,80.51,338.65,0.4,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,312.02,7.31,D
16.44522,80.62897,345.33,0.4,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,312.65,7.18,D
16.49596,80.92413,337.38,0.39,0.36,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,312.22,6.15,D
16.38679,80.11835,343.75,0.41,0.37,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,315.09,6.52,D
16.4912,80.74317,343.94,0.4,0.37,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,313.28,4.6,D
15.94398,77.38316,340.96,0.56,0.43,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,312.22,6.77,D
16.43674,80.27472,344.16,0.41,0.37,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,314.12,5.43,D
16.21521,78.80025,332.89,0.47,0.39,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,305.85,1.68,D
16.56307,80.8485,342.38,0.39,0.37,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,309.83,3.79,D
15.94394,77.08027,340.2,0.39,0.44,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,313.37,2.6,D
16.01405,77.46056,345.85,0.55,0.43,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,316.9,11.34,D
16.36099,79.5036,340.52,0.43,0.38,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,314.46,7.06,D
15.946,77.08652,339.64,0.39,0.44,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,313.66,4.28,D
16.34531,79.30121,339.67,0.44,0.38,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,313.66,7.15,D
16.60524,80.12743,340,0.41,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,314.7,7.31,D
16.60462,80.1236,340.94,0.41,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,315.61,6.36,D
16.08962,76.98085,340.47,0.39,0.44,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,314.22,4.91,D
16.08898,76.97724,340.96,0.39,0.44,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,314.4,4.11,D
16.11411,77.09503,341,0.38,0.43,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,312.81,2.91,D
16.61904,79.9745,344.38,0.42,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,313.36,5.87,D
16.27835,77.78168,345.85,0.52,0.42,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,314.79,7.28,D
16.27983,77.77914,337.4,0.52,0.42,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,312.12,7.46,D
16.56902,79.40549,341.21,0.44,0.38,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,315.16,6.78,D
16.97459,81.90878,336.62,0.38,0.36,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,301.73,3.11,D
15.86049,74.96687,336.7,0.53,0.5,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,308.13,3.36,D
16.73415,79.88698,353.72,0.42,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,317.58,9.78,D
16.8224,80.41385,348.7,0.4,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,315.48,15.43,D
16.26532,77.05938,347.47,0.38,0.43,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,314.21,10.28,D
16.26709,77.05847,350.24,0.38,0.43,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,312.12,10.44,D
17.01573,81.40652,336.54,0.39,0.36,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,306.18,1.6,D
16.3681,77.39439,340.34,0.55,0.43,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,312.36,7.04,D
16.0281,75.52985,344.4,0.48,0.48,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,314.29,6.28,D
16.372,77.39364,339,0.55,0.43,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,310.92,5.85,D
16.93852,80.54754,346.67,0.4,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,315.04,5.61,D
16.93792,80.5438,345.81,0.4,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,317.51,5.61,D
16.94129,80.54322,344.01,0.4,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,317.57,5.61,D
16.92061,80.17495,349.13,0.41,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,318.05,37.12,D
16.96298,80.39298,341.35,0.4,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,315.6,5.47,D
16.93976,80.16376,349.34,0.41,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,313.13,7.53,D
16.94871,80.19736,350,0.41,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,319.88,28.56,D
16.44136,77.17467,338.95,0.56,0.43,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,313.62,8.8,D
16.98706,80.32688,344.68,0.4,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,316.7,5.71,D
16.90232,79.69653,345.81,0.42,0.38,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,314.19,4.36,D
17.26175,81.88229,351,0.38,0.36,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,302.98,7.51,D
17.2568,81.80561,346.39,0.38,0.36,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,305.38,5.7,D
16.97382,79.98449,343.09,0.41,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,311.99,12.41,D
16.50593,77.19491,346.5,0.56,0.43,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,316.42,11.12,D
16.97662,79.98003,339.57,0.41,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,313.43,2.68,D
17.22795,81.5518,338.64,0.38,0.36,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,302.11,3.89,D
16.99201,80.03276,339.32,0.41,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,313.95,6.24,D
16.96723,79.88239,349.9,0.42,0.37,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,315.1,6.51,D
16.99479,80.02833,341.4,0.41,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,315.15,5.15,D
16.95067,79.76102,343.3,0.42,0.38,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,316.08,7.65,D
16.50463,77.1926,343.49,0.56,0.43,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,317.33,11.93,D
16.9982,80.02773,348.47,0.41,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,315.89,5.15,D
17.17776,81.05811,340.51,0.39,0.36,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,306.32,2.97,D
17.39447,82.31086,347.38,0.39,0.36,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,299.83,5.51,D
16.50246,76.90797,342.11,0.39,0.44,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,316.64,5.92,D
16.5018,76.90434,341.38,0.39,0.44,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,315.98,5.75,D
17.26831,81.44104,337.26,0.39,0.36,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,305.24,6.49,D
16.48433,76.71446,343.97,0.4,0.44,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,312.79,5.27,D
17.30111,81.56512,331.73,0.38,0.36,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,303.48,4.15,D
17.30055,81.56152,346.9,0.38,0.36,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,304.53,4.15,D
17.09803,80.27655,350.47,0.4,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,320.17,46.51,D
17.09621,80.26523,347.14,0.4,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,320.39,21.34,D
17.09959,80.26464,367,0.4,0.37,2026-05-01,0754,SNPP,SNPP,h,2.0NRT,318.04,21.34,D
17.09898,80.26086,345.6,0.4,0.37,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,317.4,21.34,D
16.49588,76.68532,342.03,0.4,0.44,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,314.35,3.55,D
17.12208,80.25294,340.62,0.4,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,315.37,3.51,D
17.12547,80.25234,341.43,0.4,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,315.1,3.51,D
16.55418,76.84945,346.91,0.39,0.44,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,317.34,9.34,D
17.14632,80.27194,343.89,0.4,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,317.18,9.93,D
16.55449,76.84902,349.16,0.39,0.44,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,317.42,11.16,D
16.71424,77.66769,337.75,0.52,0.42,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,311.55,2.61,D
16.52944,76.64398,338.49,0.4,0.44,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,311.54,1.16,D
17.61056,83.20423,349,0.4,0.37,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,300.26,6.27,D
17.33026,81.34121,335.44,0.39,0.36,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,303.24,2.18,D
16.47007,76.29869,355.47,0.42,0.45,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,313.75,12.25,D
17.34091,81.38775,343.24,0.39,0.36,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,305.62,4.65,D
16.47423,76.2979,351.3,0.42,0.45,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,315.86,9.05,D
17.15897,80.1997,344.77,0.41,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,317.48,7.36,D
16.57664,76.81103,346.81,0.39,0.44,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,315.53,5.92,D
16.5892,76.85744,339.34,0.39,0.44,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,313.76,2.17,D
17.22534,80.54702,346.1,0.4,0.37,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,311.18,6.76,D
16.59852,76.86317,355.39,0.39,0.44,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,314.74,5.29,D
16.59787,76.85955,344.38,0.39,0.44,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,314.53,5.29,D
16.52489,76.45719,346.01,0.41,0.45,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,315.58,15.56,D
17.22333,80.51292,338.05,0.4,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,312.73,4.49,D
17.23878,80.54471,335,0.4,0.37,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,309.44,1.38,D
16.60933,76.83108,346.08,0.39,0.44,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,316.83,4.89,D
17.27687,80.76257,340.26,0.39,0.36,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,309.26,2.75,D
17.27629,80.75889,339.49,0.39,0.36,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,308.7,2.75,D
17.27905,80.75464,344.37,0.39,0.36,2026-05-01,0754,SNPP,SNPP,l,2.0NRT,308.31,4.8,D
17.27847,80.75095,346.74,0.39,0.36,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,308.22,4.8,D
17.4086,81.56142,346.06,0.38,0.36,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,300.81,4.35,D
17.41136,81.5573,331.93,0.38,0.36,2026-05-01,0754,SNPP,SNPP,n,2.0NRT,299.25,4.35,D
